entryH,SL,TP,maxHold,n,skipped,winRate,avgPnL,medPnL,se,t,tpCount,slCount,timeoutCount,timeoutWin,timeoutLoss,timeoutRate,bothTouched
72,50,5,3,814,12,78.26,0.438,4.960,0.412,1.06,590,34,190,47,143,23.3,0
72,50,5,7,814,12,84.77,0.775,4.960,0.443,1.75,671,41,102,19,83,12.5,0
72,50,5,14,814,12,87.96,0.902,4.960,0.460,1.96,706,46,62,10,52,7.6,0
72,50,8,3,814,12,71.62,0.819,7.960,0.486,1.69,486,42,286,97,189,35.1,0
72,50,8,7,814,12,78.75,1.218,7.960,0.546,2.23,590,58,166,51,115,20.4,0
72,50,8,14,814,12,82.06,1.278,7.960,0.578,2.21,642,68,104,26,78,12.8,0
72,50,10,3,814,12,69.16,1.275,9.960,0.512,2.49,431,43,340,132,208,41.8,0
72,50,10,7,814,12,75.80,1.769,9.960,0.585,3.02,546,62,206,71,135,25.3,0
72,50,10,14,814,12,79.61,1.877,9.960,0.629,2.99,611,76,127,37,90,15.6,0
72,50,15,3,814,12,63.88,1.209,4.233,0.596,2.03,295,53,466,225,241,57.2,0
72,50,15,7,814,12,69.78,1.945,14.960,0.709,2.75,445,82,287,123,164,35.3,0
72,50,15,14,814,12,72.97,2.146,14.960,0.772,2.78,516,104,194,78,116,23.8,0
72,50,20,3,814,12,61.30,1.194,3.143,0.637,1.87,192,57,565,307,258,69.4,0
72,50,20,7,814,12,65.60,1.900,7.398,0.783,2.43,328,94,392,206,186,48.2,0
72,50,20,14,814,12,68.43,2.534,19.960,0.866,2.93,423,120,271,134,137,33.3,0
72,50,30,3,814,12,59.95,1.169,2.444,0.659,1.77,63,57,694,425,269,85.3,0
72,50,30,7,814,12,63.39,2.116,5.190,0.853,2.48,167,100,547,349,198,67.2,0
72,50,30,14,814,12,63.64,2.904,8.524,0.984,2.95,262,136,416,256,160,51.1,0
