symbol,contractType,status,baseAsset,quoteAsset,onboardDate,onboardIso
1MBABYDOGEUSDT,PERPETUAL,TRADING,1MBABYDOGE,USDT,1726486500000,2024-09-16T11:35:00.000Z
KDAUSDT,PERPETUAL,SETTLING,KDA,USDT,1726666200000,2024-09-18T13:30:00.000Z
FIDAUSDT,PERPETUAL,TRADING,FIDA,USDT,1726749000000,2024-09-19T12:30:00.000Z
FIOUSDT,PERPETUAL,SETTLING,FIO,USDT,1726831800000,2024-09-20T11:30:00.000Z
CATIUSDT,PERPETUAL,TRADING,CATI,USDT,1726831800000,2024-09-20T11:30:00.000Z
GHSTUSDT,PERPETUAL,SETTLING,GHST,USDT,1727096400000,2024-09-23T13:00:00.000Z
LOKAUSDT,PERPETUAL,SETTLING,LOKA,USDT,1727177400000,2024-09-24T11:30:00.000Z
HMSTRUSDT,PERPETUAL,TRADING,HMSTR,USDT,1727353800000,2024-09-26T12:30:00.000Z
REIUSDT,PERPETUAL,SETTLING,REI,USDT,1727434800000,2024-09-27T11:00:00.000Z
COSUSDT,PERPETUAL,SETTLING,COS,USDT,1727701200000,2024-09-30T13:00:00.000Z
EIGENUSDT,PERPETUAL,TRADING,EIGEN,USDT,1727762400000,2024-10-01T06:00:00.000Z
DIAUSDT,PERPETUAL,TRADING,DIA,USDT,1727872200000,2024-10-02T12:30:00.000Z
1000CATUSDT,PERPETUAL,TRADING,1000CAT,USDT,1729513800000,2024-10-21T12:30:00.000Z
SCRUSDT,PERPETUAL,TRADING,SCR,USDT,1729591200000,2024-10-22T10:00:00.000Z
GOATUSDT,PERPETUAL,TRADING,GOAT,USDT,1729776600000,2024-10-24T13:30:00.000Z
MOODENGUSDT,PERPETUAL,TRADING,MOODENG,USDT,1729850400000,2024-10-25T10:00:00.000Z
SAFEUSDT,PERPETUAL,TRADING,SAFE,USDT,1729859400000,2024-10-25T12:30:00.000Z
SANTOSUSDT,PERPETUAL,TRADING,SANTOS,USDT,1730124000000,2024-10-28T14:00:00.000Z
TROYUSDT,PERPETUAL,SETTLING,TROY,USDT,1730379600000,2024-10-31T13:00:00.000Z
PONKEUSDT,PERPETUAL,SETTLING,PONKE,USDT,1730723400000,2024-11-04T12:30:00.000Z
COWUSDT,PERPETUAL,TRADING,COW,USDT,1730899800000,2024-11-06T13:30:00.000Z
CETUSUSDT,PERPETUAL,TRADING,CETUS,USDT,1730901600000,2024-11-06T14:00:00.000Z
1000000MOGUSDT,PERPETUAL,TRADING,1000000MOG,USDT,1730982600000,2024-11-07T12:30:00.000Z
GRASSUSDT,PERPETUAL,TRADING,GRASS,USDT,1731079800000,2024-11-08T15:30:00.000Z
DRIFTUSDT,PERPETUAL,TRADING,DRIFT,USDT,1731080700000,2024-11-08T15:45:00.000Z
SWELLUSDT,PERPETUAL,SETTLING,SWELL,USDT,1731081600000,2024-11-08T16:00:00.000Z
ACTUSDT,PERPETUAL,TRADING,ACT,USDT,1731327300000,2024-11-11T12:15:00.000Z
PNUTUSDT,PERPETUAL,TRADING,PNUT,USDT,1731328200000,2024-11-11T12:30:00.000Z
HIPPOUSDT,PERPETUAL,SETTLING,HIPPO,USDT,1731501000000,2024-11-13T12:30:00.000Z
1000XUSDT,PERPETUAL,SETTLING,1000X,USDT,1731501000000,2024-11-13T12:30:00.000Z
DEGENUSDT,PERPETUAL,SETTLING,DEGEN,USDT,1731670200000,2024-11-15T11:30:00.000Z
BANUSDT,PERPETUAL,TRADING,BAN,USDT,1731929400000,2024-11-18T11:30:00.000Z
AKTUSDT,PERPETUAL,TRADING,AKT,USDT,1731929400000,2024-11-18T11:30:00.000Z
SLERFUSDT,PERPETUAL,SETTLING,SLERF,USDT,1732188600000,2024-11-21T11:30:00.000Z
SCRTUSDT,PERPETUAL,TRADING,SCRT,USDT,1732188600000,2024-11-21T11:30:00.000Z
1000WHYUSDT,PERPETUAL,SETTLING,1000WHY,USDT,1732534200000,2024-11-25T11:30:00.000Z
1000CHEEMSUSDT,PERPETUAL,TRADING,1000CHEEMS,USDT,1732535100000,2024-11-25T11:45:00.000Z
THEUSDT,PERPETUAL,TRADING,THE,USDT,1732709700000,2024-11-27T12:15:00.000Z
MORPHOUSDT,PERPETUAL,TRADING,MORPHO,USDT,1732717800000,2024-11-27T14:30:00.000Z
CHILLGUYUSDT,PERPETUAL,TRADING,CHILLGUY,USDT,1732718700000,2024-11-27T14:45:00.000Z
KAIAUSDT,PERPETUAL,TRADING,KAIA,USDT,1733320800000,2024-12-04T14:00:00.000Z
AEROUSDT,PERPETUAL,TRADING,AERO,USDT,1733321700000,2024-12-04T14:15:00.000Z
ACXUSDT,PERPETUAL,TRADING,ACX,USDT,1733497200000,2024-12-06T15:00:00.000Z
ORCAUSDT,PERPETUAL,TRADING,ORCA,USDT,1733497200000,2024-12-06T15:00:00.000Z
MOVEUSDT,PERPETUAL,TRADING,MOVE,USDT,1733752800000,2024-12-09T14:00:00.000Z
RAYSOLUSDT,PERPETUAL,TRADING,RAYSOL,USDT,1733832000000,2024-12-10T12:00:00.000Z
KOMAUSDT,PERPETUAL,TRADING,KOMA,USDT,1733832900000,2024-12-10T12:15:00.000Z
VIRTUALUSDT,PERPETUAL,TRADING,VIRTUAL,USDT,1733833800000,2024-12-10T12:30:00.000Z
SPXUSDT,PERPETUAL,TRADING,SPX,USDT,1733834700000,2024-12-10T12:45:00.000Z
MEUSDT,PERPETUAL,TRADING,ME,USDT,1733850000000,2024-12-10T17:00:00.000Z
AVAUSDT,PERPETUAL,TRADING,AVA,USDT,1734094800000,2024-12-13T13:00:00.000Z
DEGOUSDT,PERPETUAL,SETTLING,DEGO,USDT,1734095700000,2024-12-13T13:15:00.000Z
VELODROMEUSDT,PERPETUAL,TRADING,VELODROME,USDT,1734106500000,2024-12-13T16:15:00.000Z
MOCAUSDT,PERPETUAL,TRADING,MOCA,USDT,1734348600000,2024-12-16T11:30:00.000Z
VANAUSDT,PERPETUAL,TRADING,VANA,USDT,1734355800000,2024-12-16T13:30:00.000Z
PENGUUSDT,PERPETUAL,TRADING,PENGU,USDT,1734452100000,2024-12-17T16:15:00.000Z
LUMIAUSDT,PERPETUAL,TRADING,LUMIA,USDT,1734521400000,2024-12-18T11:30:00.000Z
USUALUSDT,PERPETUAL,TRADING,USUAL,USDT,1734526800000,2024-12-18T13:00:00.000Z
AIXBTUSDT,PERPETUAL,TRADING,AIXBT,USDT,1734719400000,2024-12-20T18:30:00.000Z
FARTCOINUSDT,PERPETUAL,TRADING,FARTCOIN,USDT,1734720300000,2024-12-20T18:45:00.000Z
KMNOUSDT,PERPETUAL,TRADING,KMNO,USDT,1734721200000,2024-12-20T19:00:00.000Z
CGPTUSDT,PERPETUAL,TRADING,CGPT,USDT,1734722100000,2024-12-20T19:15:00.000Z
HIVEUSDT,PERPETUAL,TRADING,HIVE,USDT,1734953400000,2024-12-23T11:30:00.000Z
DEXEUSDT,PERPETUAL,TRADING,DEXE,USDT,1735039800000,2024-12-24T11:30:00.000Z
PHAUSDT,PERPETUAL,TRADING,PHA,USDT,1735558200000,2024-12-30T11:30:00.000Z
DFUSDT,PERPETUAL,SETTLING,DF,USDT,1735559100000,2024-12-30T11:45:00.000Z
GRIFFAINUSDT,PERPETUAL,TRADING,GRIFFAIN,USDT,1735824600000,2025-01-02T13:30:00.000Z
AI16ZUSDT,PERPETUAL,SETTLING,AI16Z,USDT,1735825500000,2025-01-02T13:45:00.000Z
ZEREBROUSDT,PERPETUAL,TRADING,ZEREBRO,USDT,1735826400000,2025-01-02T14:00:00.000Z
BIOUSDT,PERPETUAL,TRADING,BIO,USDT,1735906500000,2025-01-03T12:15:00.000Z
COOKIEUSDT,PERPETUAL,TRADING,COOKIE,USDT,1736249400000,2025-01-07T11:30:00.000Z
ALCHUSDT,PERPETUAL,TRADING,ALCH,USDT,1736250300000,2025-01-07T11:45:00.000Z
SWARMSUSDT,PERPETUAL,TRADING,SWARMS,USDT,1736252100000,2025-01-07T12:15:00.000Z
SONICUSDT,PERPETUAL,TRADING,SONIC,USDT,1736319600000,2025-01-08T07:00:00.000Z
DUSDT,PERPETUAL,SETTLING,D,USDT,1736416800000,2025-01-09T10:00:00.000Z
PROMUSDT,PERPETUAL,TRADING,PROM,USDT,1736944200000,2025-01-15T12:30:00.000Z
SUSDT,PERPETUAL,TRADING,S,USDT,1737021600000,2025-01-16T10:00:00.000Z
SOLVUSDT,PERPETUAL,TRADING,SOLV,USDT,1737116100000,2025-01-17T12:15:00.000Z
ARCUSDT,PERPETUAL,TRADING,ARC,USDT,1737118800000,2025-01-17T13:00:00.000Z
AVAAIUSDT,PERPETUAL,TRADING,AVAAI,USDT,1737119700000,2025-01-17T13:15:00.000Z
TRUMPUSDT,PERPETUAL,TRADING,TRUMP,USDT,1737205200000,2025-01-18T13:00:00.000Z
MELANIAUSDT,PERPETUAL,TRADING,MELANIA,USDT,1737365400000,2025-01-20T09:30:00.000Z
VTHOUSDT,PERPETUAL,TRADING,VTHO,USDT,1737538200000,2025-01-22T09:30:00.000Z
ANIMEUSDT,PERPETUAL,TRADING,ANIME,USDT,1737651600000,2025-01-23T17:00:00.000Z
VINEUSDT,PERPETUAL,SETTLING,VINE,USDT,1737712800000,2025-01-24T10:00:00.000Z
PIPPINUSDT,PERPETUAL,TRADING,PIPPIN,USDT,1737713700000,2025-01-24T10:15:00.000Z
VVVUSDT,PERPETUAL,TRADING,VVV,USDT,1738138500000,2025-01-29T08:15:00.000Z
BERAUSDT,PERPETUAL,TRADING,BERA,USDT,1738854000000,2025-02-06T15:00:00.000Z
TSTUSDT,PERPETUAL,TRADING,TST,USDT,1739106000000,2025-02-09T13:00:00.000Z
LAYERUSDT,PERPETUAL,TRADING,LAYER,USDT,1739288700000,2025-02-11T15:45:00.000Z
HEIUSDT,PERPETUAL,TRADING,HEI,USDT,1739437200000,2025-02-13T09:00:00.000Z
B3USDT,PERPETUAL,SETTLING,B3,USDT,1739446200000,2025-02-13T11:30:00.000Z
IPUSDT,PERPETUAL,SETTLING,IP,USDT,1739466000000,2025-02-13T17:00:00.000Z
GPSUSDT,PERPETUAL,TRADING,GPS,USDT,1739811600000,2025-02-17T17:00:00.000Z
SHELLUSDT,PERPETUAL,TRADING,SHELL,USDT,1739812500000,2025-02-17T17:15:00.000Z
KAITOUSDT,PERPETUAL,TRADING,KAITO,USDT,1740056400000,2025-02-20T13:00:00.000Z
KAITOUSDC,PERPETUAL,TRADING,KAITO,USDC,1741168800000,2025-03-05T10:00:00.000Z
IPUSDC,PERPETUAL,SETTLING,IP,USDC,1741169700000,2025-03-05T10:15:00.000Z
TRUMPUSDC,PERPETUAL,TRADING,TRUMP,USDC,1741255200000,2025-03-06T10:00:00.000Z
ADAUSDC,PERPETUAL,TRADING,ADA,USDC,1741256100000,2025-03-06T10:15:00.000Z
REDUSDT,PERPETUAL,TRADING,RED,USDT,1741276800000,2025-03-06T16:00:00.000Z
PNUTUSDC,PERPETUAL,TRADING,PNUT,USDC,1741341600000,2025-03-07T10:00:00.000Z
HBARUSDC,PERPETUAL,TRADING,HBAR,USDC,1741342500000,2025-03-07T10:15:00.000Z
VICUSDT,PERPETUAL,TRADING,VIC,USDT,1741798800000,2025-03-12T17:00:00.000Z
EPICUSDT,PERPETUAL,TRADING,EPIC,USDT,1741852800000,2025-03-13T08:00:00.000Z
BMTUSDT,PERPETUAL,TRADING,BMT,USDT,1742218200000,2025-03-17T13:30:00.000Z
MUBARAKUSDT,PERPETUAL,TRADING,MUBARAK,USDT,1742219100000,2025-03-17T13:45:00.000Z
FORMUSDT,PERPETUAL,TRADING,FORM,USDT,1742371200000,2025-03-19T08:00:00.000Z
TUTUSDT,PERPETUAL,TRADING,TUT,USDT,1742461200000,2025-03-20T09:00:00.000Z
BIDUSDT,PERPETUAL,SETTLING,BID,USDT,1742463000000,2025-03-20T09:30:00.000Z
BROCCOLI714USDT,PERPETUAL,TRADING,BROCCOLI714,USDT,1742547600000,2025-03-21T09:00:00.000Z
BROCCOLIF3BUSDT,PERPETUAL,TRADING,BROCCOLIF3B,USDT,1742548500000,2025-03-21T09:15:00.000Z
BRUSDT,PERPETUAL,TRADING,BR,USDT,1742561100000,2025-03-21T12:45:00.000Z
PLUMEUSDT,PERPETUAL,TRADING,PLUME,USDT,1742562000000,2025-03-21T13:00:00.000Z
SIRENUSDT,PERPETUAL,TRADING,SIREN,USDT,1742634000000,2025-03-22T09:00:00.000Z
BANANAS31USDT,PERPETUAL,TRADING,BANANAS31,USDT,1742634900000,2025-03-22T09:15:00.000Z
NILUSDT,PERPETUAL,TRADING,NIL,USDT,1742821200000,2025-03-24T13:00:00.000Z
PARTIUSDT,PERPETUAL,TRADING,PARTI,USDT,1742907600000,2025-03-25T13:00:00.000Z
JELLYJELLYUSDT,PERPETUAL,TRADING,JELLYJELLY,USDT,1743004800000,2025-03-26T16:00:00.000Z
MAVIAUSDT,PERPETUAL,TRADING,MAVIA,USDT,1743008400000,2025-03-26T17:00:00.000Z
PAXGUSDT,PERPETUAL,TRADING,PAXG,USDT,1743071400000,2025-03-27T10:30:00.000Z
WALUSDT,PERPETUAL,TRADING,WAL,USDT,1743089400000,2025-03-27T15:30:00.000Z
FUNUSDT,PERPETUAL,SETTLING,FUN,USDT,1743409800000,2025-03-31T08:30:00.000Z
MLNUSDT,PERPETUAL,SETTLING,MLN,USDT,1743410700000,2025-03-31T08:45:00.000Z
GUNUSDT,PERPETUAL,TRADING,GUN,USDT,1743426000000,2025-03-31T13:00:00.000Z
ATHUSDT,PERPETUAL,TRADING,ATH,USDT,1743608700000,2025-04-02T15:45:00.000Z
BABYUSDT,PERPETUAL,TRADING,BABY,USDT,1743859800000,2025-04-05T13:30:00.000Z
FORTHUSDT,PERPETUAL,SETTLING,FORTH,USDT,1744101000000,2025-04-08T08:30:00.000Z
PROMPTUSDT,PERPETUAL,TRADING,PROMPT,USDT,1744353000000,2025-04-11T06:30:00.000Z
XCNUSDT,PERPETUAL,SETTLING,XCN,USDT,1744385400000,2025-04-11T15:30:00.000Z
STOUSDT,PERPETUAL,TRADING,STO,USDT,1744469100000,2025-04-12T14:45:00.000Z
FHEUSDT,PERPETUAL,TRADING,FHE,USDT,1744470000000,2025-04-12T15:00:00.000Z
KERNELUSDT,PERPETUAL,TRADING,KERNEL,USDT,1744632000000,2025-04-14T12:00:00.000Z
WCTUSDT,PERPETUAL,TRADING,WCT,USDT,1744714800000,2025-04-15T11:00:00.000Z
INITUSDT,PERPETUAL,TRADING,INIT,USDT,1744785000000,2025-04-16T06:30:00.000Z
AERGOUSDT,PERPETUAL,TRADING,AERGO,USDT,1744801200000,2025-04-16T11:00:00.000Z
BANKUSDT,PERPETUAL,TRADING,BANK,USDT,1745001000000,2025-04-18T18:30:00.000Z
EPTUSDT,PERPETUAL,SETTLING,EPT,USDT,1745240400000,2025-04-21T13:00:00.000Z
DEEPUSDT,PERPETUAL,TRADING,DEEP,USDT,1745310600000,2025-04-22T08:30:00.000Z
HYPERUSDT,PERPETUAL,TRADING,HYPER,USDT,1745326800000,2025-04-22T13:00:00.000Z
MEMEFIUSDT,PERPETUAL,SETTLING,MEMEFI,USDT,1745565300000,2025-04-25T07:15:00.000Z
FISUSDT,PERPETUAL,SETTLING,FIS,USDT,1745566200000,2025-04-25T07:30:00.000Z
JSTUSDT,PERPETUAL,TRADING,JST,USDT,1745832600000,2025-04-28T09:30:00.000Z
SIGNUSDT,PERPETUAL,TRADING,SIGN,USDT,1745838000000,2025-04-28T11:00:00.000Z
PUNDIXUSDT,PERPETUAL,TRADING,PUNDIX,USDT,1746007200000,2025-04-30T10:00:00.000Z
CTKUSDT,PERPETUAL,TRADING,CTK,USDT,1746008100000,2025-04-30T10:15:00.000Z
AIOTUSDT,PERPETUAL,TRADING,AIOT,USDT,1746016200000,2025-04-30T12:30:00.000Z
DOLOUSDT,PERPETUAL,TRADING,DOLO,USDT,1746068400000,2025-05-01T03:00:00.000Z
HAEDALUSDT,PERPETUAL,TRADING,HAEDAL,USDT,1746069300000,2025-05-01T03:15:00.000Z
SXTUSDT,PERPETUAL,TRADING,SXT,USDT,1746174600000,2025-05-02T08:30:00.000Z
ASRUSDT,PERPETUAL,TRADING,ASR,USDT,1746523800000,2025-05-06T09:30:00.000Z
ALPINEUSDT,PERPETUAL,TRADING,ALPINE,USDT,1746524700000,2025-05-06T09:45:00.000Z
B2USDT,PERPETUAL,TRADING,B2,USDT,1746538200000,2025-05-06T13:30:00.000Z
MILKUSDT,PERPETUAL,SETTLING,MILK,USDT,1746539100000,2025-05-06T13:45:00.000Z
SYRUPUSDT,PERPETUAL,TRADING,SYRUP,USDT,1746606600000,2025-05-07T08:30:00.000Z
OBOLUSDT,PERPETUAL,SETTLING,OBOL,USDT,1746613800000,2025-05-07T10:30:00.000Z
DOODUSDT,PERPETUAL,TRADING,DOOD,USDT,1746797400000,2025-05-09T13:30:00.000Z
OGUSDT,PERPETUAL,TRADING,OG,USDT,1747040400000,2025-05-12T09:00:00.000Z
ZKJUSDT,PERPETUAL,SETTLING,ZKJ,USDT,1747128600000,2025-05-13T09:30:00.000Z
SKYAIUSDT,PERPETUAL,TRADING,SKYAI,USDT,1747129500000,2025-05-13T09:45:00.000Z
NXPCUSDT,PERPETUAL,TRADING,NXPC,USDT,1747290600000,2025-05-15T06:30:00.000Z
CVCUSDT,PERPETUAL,TRADING,CVC,USDT,1747384200000,2025-05-16T08:30:00.000Z
AGTUSDT,PERPETUAL,TRADING,AGT,USDT,1747737000000,2025-05-20T10:30:00.000Z
AWEUSDT,PERPETUAL,TRADING,AWE,USDT,1747814400000,2025-05-21T08:00:00.000Z
BUSDT,PERPETUAL,TRADING,B,USDT,1747931400000,2025-05-22T16:30:00.000Z
SOONUSDT,PERPETUAL,TRADING,SOON,USDT,1747989000000,2025-05-23T08:30:00.000Z
HUMAUSDT,PERPETUAL,TRADING,HUMA,USDT,1748264400000,2025-05-26T13:00:00.000Z
AUSDT,PERPETUAL,TRADING,A,USDT,1748419200000,2025-05-28T08:00:00.000Z
SOPHUSDT,PERPETUAL,TRADING,SOPH,USDT,1748437200000,2025-05-28T13:00:00.000Z
MERLUSDT,PERPETUAL,TRADING,MERL,USDT,1748507400000,2025-05-29T08:30:00.000Z
HYPEUSDT,PERPETUAL,TRADING,HYPE,USDT,1748601000000,2025-05-30T10:30:00.000Z
PUFFERUSDT,PERPETUAL,SETTLING,PUFFER,USDT,1749025800000,2025-06-04T08:30:00.000Z
PORT3USDT,PERPETUAL,SETTLING,PORT3,USDT,1749026700000,2025-06-04T08:45:00.000Z
1000000BOBUSDT,PERPETUAL,TRADING,1000000BOB,USDT,1749112200000,2025-06-05T08:30:00.000Z
LAUSDT,PERPETUAL,TRADING,LA,USDT,1749114000000,2025-06-05T09:00:00.000Z
SKATEUSDT,PERPETUAL,SETTLING,SKATE,USDT,1749465000000,2025-06-09T10:30:00.000Z
HOMEUSDT,PERPETUAL,TRADING,HOME,USDT,1749555000000,2025-06-10T11:30:00.000Z
RESOLVUSDT,PERPETUAL,TRADING,RESOLV,USDT,1749562200000,2025-06-10T13:30:00.000Z
TAIKOUSDT,PERPETUAL,TRADING,TAIKO,USDT,1749645000000,2025-06-11T12:30:00.000Z
SQDUSDT,PERPETUAL,TRADING,SQD,USDT,1749645900000,2025-06-11T12:45:00.000Z
PUMPBTCUSDT,PERPETUAL,TRADING,PUMPBTC,USDT,1749808800000,2025-06-13T10:00:00.000Z
AAVEUSDC,PERPETUAL,TRADING,AAVE,USDC,1750062600000,2025-06-16T08:30:00.000Z
UNIUSDC,PERPETUAL,TRADING,UNI,USDC,1750063500000,2025-06-16T08:45:00.000Z
SPKUSDT,PERPETUAL,TRADING,SPK,USDT,1750150800000,2025-06-17T09:00:00.000Z
MYXUSDT,PERPETUAL,TRADING,MYX,USDT,1750249800000,2025-06-18T12:30:00.000Z
FUSDT,PERPETUAL,TRADING,F,USDT,1750250700000,2025-06-18T12:45:00.000Z
NEWTUSDT,PERPETUAL,TRADING,NEWT,USDT,1750343400000,2025-06-19T14:30:00.000Z
DMCUSDT,PERPETUAL,SETTLING,DMC,USDT,1750770000000,2025-06-24T13:00:00.000Z
HUSDT,PERPETUAL,TRADING,H,USDT,1750843800000,2025-06-25T09:30:00.000Z
OLUSDT,PERPETUAL,SETTLING,OL,USDT,1750851000000,2025-06-25T11:30:00.000Z
SAHARAUSDT,PERPETUAL,TRADING,SAHARA,USDT,1750939200000,2025-06-26T12:00:00.000Z
ICNTUSDT,PERPETUAL,TRADING,ICNT,USDT,1751547600000,2025-07-03T13:00:00.000Z
BULLAUSDT,PERPETUAL,TRADING,BULLA,USDT,1751619600000,2025-07-04T09:00:00.000Z
IDOLUSDT,PERPETUAL,TRADING,IDOL,USDT,1751620500000,2025-07-04T09:15:00.000Z
MUSDT,PERPETUAL,TRADING,M,USDT,1751880600000,2025-07-07T09:30:00.000Z
TANSSIUSDT,PERPETUAL,SETTLING,TANSSI,USDT,1752060600000,2025-07-09T11:30:00.000Z
PUMPUSDT,PERPETUAL,TRADING,PUMP,USDT,1752132600000,2025-07-10T07:30:00.000Z
CROSSUSDT,PERPETUAL,TRADING,CROSS,USDT,1752143400000,2025-07-10T10:30:00.000Z
AINUSDT,PERPETUAL,TRADING,AIN,USDT,1752144300000,2025-07-10T10:45:00.000Z
CUSDT,PERPETUAL,TRADING,C,USDT,1752570000000,2025-07-15T09:00:00.000Z
VELVETUSDT,PERPETUAL,TRADING,VELVET,USDT,1752570900000,2025-07-15T09:15:00.000Z
TACUSDT,PERPETUAL,TRADING,TAC,USDT,1752575400000,2025-07-15T10:30:00.000Z
ERAUSDT,PERPETUAL,TRADING,ERA,USDT,1752766200000,2025-07-17T15:30:00.000Z
TAUSDT,PERPETUAL,TRADING,TA,USDT,1753083000000,2025-07-21T07:30:00.000Z
PENGUUSDC,PERPETUAL,TRADING,PENGU,USDC,1753255800000,2025-07-23T07:30:00.000Z
CVXUSDT,PERPETUAL,TRADING,CVX,USDT,1753270200000,2025-07-23T11:30:00.000Z
SLPUSDT,PERPETUAL,TRADING,SLP,USDT,1753271100000,2025-07-23T11:45:00.000Z
ZORAUSDT,PERPETUAL,TRADING,ZORA,USDT,1753441200000,2025-07-25T11:00:00.000Z
TAGUSDT,PERPETUAL,TRADING,TAG,USDT,1753442100000,2025-07-25T11:15:00.000Z
ZRCUSDT,PERPETUAL,SETTLING,ZRC,USDT,1753782300000,2025-07-29T09:45:00.000Z
ESPORTSUSDT,PERPETUAL,TRADING,ESPORTS,USDT,1753783200000,2025-07-29T10:00:00.000Z
TREEUSDT,PERPETUAL,TRADING,TREE,USDT,1753797600000,2025-07-29T14:00:00.000Z
A2ZUSDT,PERPETUAL,SETTLING,A2Z,USDT,1753862400000,2025-07-30T08:00:00.000Z
PLAYUSDT,PERPETUAL,TRADING,PLAY,USDT,1753954200000,2025-07-31T09:30:00.000Z
NAORISUSDT,PERPETUAL,TRADING,NAORIS,USDT,1753965000000,2025-07-31T12:30:00.000Z
TOWNSUSDT,PERPETUAL,TRADING,TOWNS,USDT,1754404200000,2025-08-05T14:30:00.000Z
PROVEUSDT,PERPETUAL,TRADING,PROVE,USDT,1754413200000,2025-08-05T17:00:00.000Z
ALLUSDT,PERPETUAL,TRADING,ALL,USDT,1754472600000,2025-08-06T09:30:00.000Z
INUSDT,PERPETUAL,TRADING,IN,USDT,1754562600000,2025-08-07T10:30:00.000Z
YALAUSDT,PERPETUAL,SETTLING,YALA,USDT,1754584200000,2025-08-07T16:30:00.000Z
CARVUSDT,PERPETUAL,TRADING,CARV,USDT,1754585100000,2025-08-07T16:45:00.000Z
AIOUSDT,PERPETUAL,TRADING,AIO,USDT,1755084600000,2025-08-13T11:30:00.000Z
XNYUSDT,PERPETUAL,TRADING,XNY,USDT,1755085500000,2025-08-13T11:45:00.000Z
USELESSUSDT,PERPETUAL,TRADING,USELESS,USDT,1755260100000,2025-08-15T12:15:00.000Z
DAMUSDT,PERPETUAL,SETTLING,DAM,USDT,1755520200000,2025-08-18T12:30:00.000Z
CUDISUSDT,PERPETUAL,SETTLING,CUDIS,USDT,1755688500000,2025-08-20T11:15:00.000Z
SAPIENUSDT,PERPETUAL,TRADING,SAPIEN,USDT,1755711000000,2025-08-20T17:30:00.000Z
XPLUSDT,PERPETUAL,TRADING,XPL,USDT,1755855000000,2025-08-22T09:30:00.000Z
WLFIUSDT,PERPETUAL,TRADING,WLFI,USDT,1755937800000,2025-08-23T08:30:00.000Z
BIOUSDC,PERPETUAL,TRADING,BIO,USDC,1756106100000,2025-08-25T07:15:00.000Z
SOMIUSDT,PERPETUAL,TRADING,SOMI,USDT,1756114200000,2025-08-25T09:30:00.000Z
BASUSDT,PERPETUAL,TRADING,BAS,USDT,1756215000000,2025-08-26T13:30:00.000Z
BTRUSDT,PERPETUAL,TRADING,BTR,USDT,1756290600000,2025-08-27T10:30:00.000Z
MITOUSDT,PERPETUAL,TRADING,MITO,USDT,1756398600000,2025-08-28T16:30:00.000Z
HEMIUSDT,PERPETUAL,TRADING,HEMI,USDT,1756441800000,2025-08-29T04:30:00.000Z
LINEAUSDT,PERPETUAL,TRADING,LINEA,USDT,1756715400000,2025-09-01T08:30:00.000Z
QUSDT,PERPETUAL,TRADING,Q,USDT,1756798200000,2025-09-02T07:30:00.000Z
ARIAUSDT,PERPETUAL,TRADING,ARIA,USDT,1756897200000,2025-09-03T11:00:00.000Z
TAKEUSDT,PERPETUAL,TRADING,TAKE,USDT,1756898100000,2025-09-03T11:15:00.000Z
PTBUSDT,PERPETUAL,TRADING,PTB,USDT,1756902600000,2025-09-03T12:30:00.000Z
WLFIUSDC,PERPETUAL,TRADING,WLFI,USDC,1757320200000,2025-09-08T08:30:00.000Z
OPENUSDT,PERPETUAL,TRADING,OPEN,USDT,1757336400000,2025-09-08T13:00:00.000Z
FLOCKUSDT,PERPETUAL,TRADING,FLOCK,USDT,1757400300000,2025-09-09T06:45:00.000Z
SKYUSDT,PERPETUAL,TRADING,SKY,USDT,1757401200000,2025-09-09T07:00:00.000Z
AVNTUSDT,PERPETUAL,TRADING,AVNT,USDT,1757430000000,2025-09-09T15:00:00.000Z
HOLOUSDT,PERPETUAL,TRADING,HOLO,USDT,1757592000000,2025-09-11T12:00:00.000Z
XPINUSDT,PERPETUAL,TRADING,XPIN,USDT,1757664000000,2025-09-12T08:00:00.000Z
UBUSDT,PERPETUAL,TRADING,UB,USDT,1757673000000,2025-09-12T10:30:00.000Z
ZKCUSDT,PERPETUAL,TRADING,ZKC,USDT,1757944800000,2025-09-15T14:00:00.000Z
TOSHIUSDT,PERPETUAL,TRADING,TOSHI,USDT,1758087000000,2025-09-17T05:30:00.000Z
STBLUSDT,PERPETUAL,TRADING,STBL,USDT,1758087900000,2025-09-17T05:45:00.000Z
0GUSDT,PERPETUAL,TRADING,0G,USDT,1758123900000,2025-09-17T15:45:00.000Z
BARDUSDT,PERPETUAL,TRADING,BARD,USDT,1758193200000,2025-09-18T11:00:00.000Z
ASTERUSDT,PERPETUAL,TRADING,ASTER,USDT,1758283200000,2025-09-19T12:00:00.000Z
TRADOORUSDT,PERPETUAL,TRADING,TRADOOR,USDT,1758285000000,2025-09-19T12:30:00.000Z
BLESSUSDT,PERPETUAL,TRADING,BLESS,USDT,1758619800000,2025-09-23T09:30:00.000Z
FLUIDUSDT,PERPETUAL,TRADING,FLUID,USDT,1758708900000,2025-09-24T10:15:00.000Z
COAIUSDT,PERPETUAL,TRADING,COAI,USDT,1758785400000,2025-09-25T07:30:00.000Z
HANAUSDT,PERPETUAL,TRADING,HANA,USDT,1758886200000,2025-09-26T11:30:00.000Z
MIRAUSDT,PERPETUAL,TRADING,MIRA,USDT,1758888000000,2025-09-26T12:00:00.000Z
