block,universe,regime,bucket,filter,dir,holdDays,n,mean,median,sd,se,t,winPct,maeP95,maeP99,exWorst10
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,short,29,242,-10.1429,11.5374,102.8612,6.6122,-1.5340,60.33,342.474,862.938,5.4799
regime,ALL,R3 BTC vs 200SMA,BELOW 200SMA,F0 no filter,long,1,44,9.0234,-0.1151,35.4842,5.3495,1.6868,47.73,136.092,156.392,15.7882
regime,ALL,R3 BTC vs 200SMA,BELOW 200SMA,F0 no filter,long,3,44,5.3674,-0.0365,33.1502,4.9976,1.0740,50.00,172.656,216.927,13.6788
regime,ALL,R3 BTC vs 200SMA,BELOW 200SMA,F0 no filter,long,7,44,8.5449,-6.5109,56.7840,8.5605,0.9982,43.18,234.183,277.385,20.1757
regime,ALL,R3 BTC vs 200SMA,BELOW 200SMA,F0 no filter,long,14,44,8.5386,-1.6430,52.9550,7.9833,1.0696,45.45,242.773,277.385,21.8750
regime,ALL,R3 BTC vs 200SMA,BELOW 200SMA,F0 no filter,long,29,44,31.0116,11.4459,79.1948,11.9391,2.5975,65.91,275.519,439.124,49.6948
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,long,1,242,0.0865,-3.3158,22.8980,1.4719,0.0588,34.71,52.240,177.969,1.4669
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,long,3,242,-2.0915,-6.7302,30.6980,1.9733,-1.0599,31.40,92.082,196.620,-0.1945
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,long,7,242,4.2135,-11.0757,114.0085,7.3287,0.5749,29.75,161.744,362.792,6.9007
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,long,14,242,5.5971,-12.6696,84.3042,5.4193,1.0328,33.88,193.835,458.703,8.6798
regime,ALL,R3 BTC vs 200SMA,ABOVE 200SMA,F0 no filter,long,29,242,10.0629,-11.6174,102.8612,6.6122,1.5219,39.67,342.474,862.938,13.9255
filter,CRYPTO_NEW,none,all,F0 no filter,short,1,251,-1.9039,3.1531,27.0272,1.7059,-1.1161,61.35,66.371,180.352,2.5201
filter,CRYPTO_NEW,none,all,F0 no filter,short,3,251,0.3908,6.2577,33.1096,2.0899,0.1870,63.35,112.821,214.919,5.2987
filter,CRYPTO_NEW,none,all,F0 no filter,short,7,251,-6.3409,10.1968,114.1246,7.2035,-0.8803,65.74,195.000,361.915,7.7727
filter,CRYPTO_NEW,none,all,F0 no filter,short,14,251,-6.9201,11.4321,82.3784,5.1997,-1.3309,62.15,250.034,450.932,5.3804
filter,CRYPTO_NEW,none,all,F0 no filter,short,29,251,-14.3794,10.4245,105.6231,6.6669,-2.1568,56.18,333.213,720.440,1.3072
filter,CRYPTO_NEW,none,all,F1 price >= $1,short,1,68,-1.6418,2.1819,16.4373,1.9933,-0.8237,55.88,47.421,101.014,3.7927
filter,CRYPTO_NEW,none,all,F1 price >= $1,short,3,68,3.4101,7.2651,25.4046,3.0808,1.1069,64.71,58.739,178.438,10.5553
filter,CRYPTO_NEW,none,all,F1 price >= $1,short,7,68,3.6416,9.4648,39.8774,4.8358,0.7530,66.18,64.089,251.162,14.1960
filter,CRYPTO_NEW,none,all,F1 price >= $1,short,14,68,1.1580,11.3707,44.7710,5.4293,0.2133,57.35,173.121,251.162,15.7496
filter,CRYPTO_NEW,none,all,F1 price >= $1,short,29,68,4.2347,11.1758,45.2404,5.4862,0.7719,55.88,191.567,290.376,18.6029
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,short,1,73,0.5740,0.9359,6.7057,0.7848,0.7313,54.79,16.207,28.085,2.4756
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,short,3,73,4.0437,4.3435,9.1397,1.0697,3.7801,69.86,25.565,55.006,6.5052
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,short,7,73,5.7472,6.6489,16.4539,1.9258,2.9843,71.23,52.762,66.654,10.6612
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,short,14,73,1.8563,4.9848,27.2607,3.1906,0.5818,58.90,76.953,167.541,10.0370
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,short,29,73,-14.2607,-1.2203,57.0027,6.6717,-2.1375,46.58,186.666,494.444,3.8197
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,short,1,80,-0.0929,0.4433,8.2421,0.9215,-0.1008,53.75,19.410,40.387,2.2194
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,short,3,80,3.0644,3.8788,10.0784,1.1268,2.7196,66.25,28.649,55.331,5.8156
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,short,7,80,4.7126,6.0837,17.3642,1.9414,2.4275,67.50,53.729,65.353,9.6889
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,short,14,80,1.9556,3.5823,26.9631,3.0146,0.6487,60.00,78.431,148.142,9.6411
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,short,29,80,-13.3574,-1.0156,55.0493,6.1547,-2.1703,47.50,174.083,462.601,3.1409
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,short,1,26,-0.1563,1.2498,8.9762,1.7604,-0.0888,61.54,24.374,34.044,4.6420
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,short,3,26,4.3462,6.0221,8.4881,1.6647,2.6109,69.23,24.374,52.222,9.8664
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,short,7,26,8.0451,4.3774,11.9384,2.3413,3.4362,73.08,37.043,55.839,14.9811
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,short,14,26,5.0187,-0.3423,22.0755,4.3294,1.1592,46.15,55.839,71.536,17.2778
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,short,29,26,-8.6135,-3.3971,35.7184,7.0050,-1.2296,34.62,107.603,128.849,9.4234
filter,CRYPTO_NEW,none,all,F0 no filter,long,1,251,1.8239,-3.2331,27.0272,1.7059,1.0692,37.05,66.371,180.352,3.2249
filter,CRYPTO_NEW,none,all,F0 no filter,long,3,251,-0.4708,-6.3377,33.1096,2.0899,-0.2253,36.65,112.821,214.919,1.4227
filter,CRYPTO_NEW,none,all,F0 no filter,long,7,251,6.2609,-10.2768,114.1246,7.2035,0.8692,33.86,195.000,361.915,8.9327
filter,CRYPTO_NEW,none,all,F0 no filter,long,14,251,6.8401,-11.5121,82.3784,5.1997,1.3155,37.45,250.034,450.932,9.8592
filter,CRYPTO_NEW,none,all,F0 no filter,long,29,251,14.2994,-10.5045,105.6231,6.6669,2.1448,43.82,333.213,720.440,18.1935
filter,CRYPTO_NEW,none,all,F1 price >= $1,long,1,68,1.5618,-2.2619,16.4373,1.9933,0.7835,42.65,47.421,101.014,4.7950
filter,CRYPTO_NEW,none,all,F1 price >= $1,long,3,68,-3.4901,-7.3451,25.4046,3.0808,-1.1329,35.29,58.739,178.438,1.4629
filter,CRYPTO_NEW,none,all,F1 price >= $1,long,7,68,-3.7216,-9.5448,39.8774,4.8358,-0.7696,33.82,64.089,251.162,2.2969
filter,CRYPTO_NEW,none,all,F1 price >= $1,long,14,68,-1.2380,-11.4507,44.7710,5.4293,-0.2280,41.18,173.121,251.162,5.9927
filter,CRYPTO_NEW,none,all,F1 price >= $1,long,29,68,-4.3147,-11.2558,45.2404,5.4862,-0.7865,44.12,191.567,290.376,4.4480
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,long,1,73,-0.6540,-1.0159,6.7057,0.7848,-0.8333,41.10,16.207,28.085,0.7371
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,long,3,73,-4.1237,-4.4235,9.1397,1.0697,-3.8549,30.14,25.565,55.006,-2.0173
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,long,7,73,-5.8272,-6.7289,16.4539,1.9258,-3.0259,28.77,52.762,66.654,-2.4613
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,long,14,73,-1.9363,-5.0648,27.2607,3.1906,-0.6069,39.73,76.953,167.541,2.8842
filter,CRYPTO_NEW,none,all,F2 day1 SD <= 2.5%,long,29,73,14.1807,1.1403,57.0027,6.6717,2.1255,53.42,186.666,494.444,21.7470
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,long,1,80,0.0129,-0.5233,8.2421,0.9215,0.0140,42.50,19.410,40.387,1.3469
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,long,3,80,-3.1444,-3.9588,10.0784,1.1268,-2.7906,33.75,28.649,55.331,-1.0650
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,long,7,80,-4.7926,-6.1637,17.3642,1.9414,-2.4687,32.50,53.729,65.353,-1.4149
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,long,14,80,-2.0356,-3.6623,26.9631,3.0146,-0.6752,38.75,78.431,148.142,2.4742
filter,CRYPTO_NEW,none,all,F3 day1 range <= 25%,long,29,80,13.2774,0.9356,55.0493,6.1547,2.1573,52.50,174.083,462.601,19.9685
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,long,1,26,0.0763,-1.3298,8.9762,1.7604,0.0433,34.62,24.374,34.044,4.2167
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,long,3,26,-4.4262,-6.1021,8.4881,1.6647,-2.6589,30.77,24.374,52.222,0.6406
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,long,7,26,-8.1251,-4.4574,11.9384,2.3413,-3.4703,26.92,37.043,55.839,-0.0277
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,long,14,26,-5.0987,0.2623,22.0755,4.3294,-1.1777,50.00,55.839,71.536,9.3665
filter,CRYPTO_NEW,none,all,F4 price>=$1 AND SD<=2.5%,long,29,26,8.5335,3.3171,35.7184,7.0050,1.2182,65.38,107.603,128.849,24.4685
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,short,3,6,2.6384,1.8717,10.0267,4.0934,0.6445,50.00,50.652,59.291,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,short,7,6,-1.0030,4.4389,18.6336,7.6071,-0.1319,50.00,60.385,61.237,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,short,14,6,1.9902,1.7049,18.5486,7.5724,0.2628,66.67,60.385,61.237,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,short,3,62,3.4848,7.5630,26.4683,3.3615,1.0367,66.13,53.643,179.851,11.4688
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,short,7,62,4.0911,11.8216,41.4226,5.2607,0.7777,67.74,65.245,261.516,15.5101
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,short,14,62,1.0774,12.9968,46.6189,5.9206,0.1820,56.45,182.333,261.516,17.3373
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,long,3,6,-2.7184,-1.9517,10.0267,4.0934,-0.6641,50.00,50.652,59.291,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,long,7,6,0.9230,-4.5189,18.6336,7.6071,0.1213,50.00,60.385,61.237,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F1 price >= $1,long,14,6,-2.0702,-1.7849,18.5486,7.5724,-0.2734,33.33,60.385,61.237,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,long,3,62,-3.5648,-7.6430,26.4683,3.3615,-1.0605,33.87,53.643,179.851,1.9454
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,long,7,62,-4.1711,-11.9016,41.4226,5.2607,-0.7929,32.26,65.245,261.516,2.4554
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F1 price >= $1,long,14,62,-1.1574,-13.0768,46.6189,5.9206,-0.1955,41.94,182.333,261.516,6.9230
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,short,3,13,1.1098,-0.1540,5.7031,1.5818,0.7016,46.15,33.249,55.810,8.2613
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,short,7,13,-0.7775,-0.2308,20.3037,5.6312,-0.1381,46.15,57.102,60.581,22.5691
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,short,14,13,-4.6494,-1.8162,19.5053,5.4098,-0.8594,46.15,72.848,86.526,14.3132
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,short,3,60,4.6794,5.0398,9.6446,1.2451,3.7582,75.00,24.664,37.597,7.6857
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,short,7,60,7.1608,8.8480,15.3338,1.9796,3.6173,76.67,49.927,64.176,12.0894
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,short,14,60,3.2658,9.3828,28.6036,3.6927,0.8844,61.67,75.155,199.079,12.9165
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,long,3,13,-1.1898,0.0740,5.7031,1.5818,-0.7522,53.85,33.249,55.810,6.0141
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,long,7,13,0.6975,0.1508,20.3037,5.6312,0.1239,53.85,57.102,60.581,28.4328
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F2 day1 SD <= 2.5%,long,14,13,4.5694,1.7362,19.5053,5.4098,0.8447,53.85,72.848,86.526,29.0149
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,long,3,60,-4.7594,-5.1198,9.6446,1.2451,-3.8224,25.00,24.664,37.597,-2.2325
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,long,7,60,-7.2408,-8.9280,15.3338,1.9796,-3.6578,23.33,49.927,64.176,-3.4999
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F2 day1 SD <= 2.5%,long,14,60,-3.3458,-9.4628,28.6036,3.6927,-0.9061,36.67,75.155,199.079,2.4460
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,short,3,14,1.8192,0.7157,6.0885,1.6272,1.1180,50.00,30.899,55.340,8.9565
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,short,7,14,-0.0205,-0.0594,19.7117,5.2682,-0.0039,50.00,56.740,60.508,19.3821
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,short,14,14,-4.1391,-0.6620,18.8371,5.0344,-0.8221,50.00,71.424,86.241,11.9811
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,short,3,66,3.3286,4.2224,10.7533,1.3236,2.5147,69.70,27.912,52.921,6.7509
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,short,7,66,5.7166,7.9170,16.8196,2.0704,2.7612,71.21,53.015,64.235,11.1392
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,short,14,66,3.2484,7.3764,28.3361,3.4879,0.9313,62.12,77.484,181.995,12.3861
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,long,3,14,-1.8992,-0.7957,6.0885,1.6272,-1.1672,50.00,30.899,55.340,5.0125
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,long,7,14,-0.0595,-0.0206,19.7117,5.2682,-0.0113,50.00,56.740,60.508,22.2497
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F3 day1 range <= 25%,long,14,14,4.0591,0.5820,18.8371,5.0344,0.8063,50.00,71.424,86.241,24.3272
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,long,3,66,-3.4086,-4.3024,10.7533,1.3236,-2.5751,30.30,27.912,52.921,-0.8565
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,long,7,66,-5.7966,-7.9970,16.8196,2.0704,-2.7998,28.79,53.015,64.235,-1.9338
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F3 day1 range <= 25%,long,14,66,-3.3284,-7.4564,28.3361,3.4879,-0.9543,36.36,77.484,181.995,2.0780
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,short,3,3,-2.3102,-4.5850,8.8229,5.0939,-0.4535,33.33,55.796,60.319,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,short,7,3,3.7667,-0.2308,10.1541,5.8625,0.6425,33.33,55.796,60.319,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,short,14,3,7.8150,0.9142,17.5230,10.1169,0.7725,66.67,55.883,60.337,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,short,3,23,5.2144,6.6440,8.2442,1.7190,3.0334,73.91,23.098,24.394,11.0521
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,short,7,23,8.6032,5.0649,12.2379,2.5518,3.3714,78.26,30.865,37.278,16.7291
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,short,14,23,4.6539,-0.6747,22.9055,4.7761,0.9744,43.48,38.943,67.001,19.3016
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,long,3,3,2.2302,4.5050,8.8229,5.0939,0.4378,66.67,55.796,60.319,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,long,7,3,-3.8467,0.1508,10.1541,5.8625,-0.6562,66.67,55.796,60.319,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,BELOW 200SMA,F4 price>=$1 AND SD<=2.5%,long,14,3,-7.8950,-0.9942,17.5230,10.1169,-0.7804,33.33,55.883,60.337,n/a
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,long,3,23,-5.2944,-6.7240,8.2442,1.7190,-3.0799,26.09,23.098,24.394,0.2737
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,long,7,23,-8.6832,-5.1449,12.2379,2.5518,-3.4028,21.74,30.865,37.278,0.2966
interaction,CRYPTO_NEW,R3 BTC vs 200SMA,ABOVE 200SMA,F4 price>=$1 AND SD<=2.5%,long,14,23,-4.7339,0.5947,22.9055,4.7761,-0.9912,52.17,38.943,67.001,11.2196
