entryH,SL,TP,maxHold,n,skipped,winRate,avgPnL,medPnL,tpCount,slCount,timeoutCount,timeoutWin,timeoutLoss,timeoutRate,bothTouched
24,15,20,3,482,3,49.59,0.589,-0.040,74,101,307,165,142,63.7,0
24,15,20,7,482,3,47.51,0.125,-0.466,93,131,258,136,122,53.5,0
24,15,20,14,482,3,45.85,0.041,-1.282,106,152,224,115,109,46.5,0
24,15,30,3,482,3,47.10,0.540,-0.331,42,111,329,185,144,68.3,0
24,15,30,7,482,3,44.61,0.240,-1.210,60,145,277,155,122,57.5,0
24,15,30,14,482,3,42.74,0.347,-2.186,73,166,243,133,110,50.4,0
24,20,3,3,482,3,68.67,-0.197,2.960,293,30,159,38,121,33.0,1
24,20,3,7,482,3,73.65,-0.186,2.960,337,37,108,18,90,22.4,1
24,20,3,14,482,3,75.93,-0.271,2.960,355,40,87,11,76,18.0,1
24,20,5,3,482,3,64.11,0.119,3.703,234,38,210,75,135,43.6,0
24,20,5,7,482,3,67.43,0.145,4.960,288,48,146,37,109,30.3,0
24,20,5,14,482,3,69.92,0.167,4.960,314,52,116,23,93,24.1,0
24,20,8,3,482,3,59.54,0.365,1.674,186,51,245,101,144,50.8,0
24,20,8,7,482,3,61.41,0.472,5.962,237,63,182,59,123,37.8,0
24,20,8,14,482,3,63.69,0.477,7.960,260,71,151,47,104,31.3,1
24,20,10,3,482,3,57.88,0.641,1.277,166,55,261,113,148,54.1,0
24,20,10,7,482,3,59.96,0.779,2.814,198,67,217,91,126,45.0,0
24,20,10,14,482,3,61.20,0.880,5.517,229,76,177,66,111,36.7,1
24,20,15,3,482,3,54.77,0.791,0.771,114,68,300,150,150,62.2,0
24,20,15,7,482,3,55.60,0.925,1.352,148,83,251,120,131,52.1,0
24,20,15,14,482,3,55.60,1.184,1.722,172,92,218,96,122,45.2,1
24,20,20,3,482,3,52.07,0.618,0.373,81,77,324,170,154,67.2,0
24,20,20,7,482,3,51.24,0.291,0.260,104,100,278,143,135,57.7,0
24,20,20,14,482,3,50.83,0.566,0.213,121,111,250,124,126,51.9,0
24,20,30,3,482,3,49.79,0.670,-0.026,47,86,349,193,156,72.4,0
24,20,30,7,482,3,48.34,0.467,-0.362,70,114,298,163,135,61.8,0
24,20,30,14,482,3,47.72,0.971,-0.665,86,125,271,144,127,56.2,0
24,25,3,3,482,3,69.50,-0.176,2.960,297,22,163,38,125,33.8,1
24,25,3,7,482,3,74.69,-0.210,2.960,342,28,112,18,94,23.2,1
24,25,3,14,482,3,77.59,-0.173,2.960,363,29,90,11,79,18.7,1
24,25,5,3,482,3,65.35,0.198,4.240,240,28,214,75,139,44.4,0
24,25,5,7,482,3,68.88,0.173,4.960,295,36,151,37,114,31.3,0
24,25,5,14,482,3,71.99,0.289,4.960,323,39,120,24,96,24.9,0
24,25,8,3,482,3,61.20,0.481,1.892,193,38,251,102,149,52.1,0
24,25,8,7,482,3,63.28,0.545,7.960,245,48,189,60,129,39.2,0
24,25,8,14,482,3,66.39,0.702,7.960,272,54,156,48,108,32.4,0
24,25,10,3,482,3,59.54,0.744,1.565,173,42,267,114,153,55.4,0
24,25,10,7,482,3,61.83,0.844,3.847,206,52,224,92,132,46.5,0
24,25,10,14,482,3,63.90,1.093,8.948,240,59,183,68,115,38.0,0
24,25,15,3,482,3,56.02,0.701,0.936,118,55,309,152,157,64.1,0
24,25,15,7,482,3,57.26,0.810,1.684,154,68,260,122,138,53.9,0
24,25,15,14,482,3,58.09,1.234,2.785,180,76,226,100,126,46.9,0
24,25,20,3,482,3,53.53,0.569,0.561,86,63,333,172,161,69.1,0
24,25,20,7,482,3,53.11,0.155,0.444,111,84,287,145,142,59.5,0
24,25,20,14,482,3,53.32,0.508,1.026,128,94,260,129,131,53.9,0
24,25,30,3,482,3,51.66,0.796,0.305,52,70,360,197,163,74.7,0
24,25,30,7,482,3,50.41,0.465,0.037,78,96,308,165,143,63.9,0
24,25,30,14,482,3,50.62,1.102,0.142,94,106,282,150,132,58.5,0
24,30,3,3,482,3,70.33,-0.076,2.960,301,15,166,38,128,34.4,1
24,30,3,7,482,3,75.73,-0.121,2.960,347,20,115,18,97,23.9,1
24,30,3,14,482,3,78.63,-0.047,2.960,368,22,92,11,81,19.1,1
24,30,5,3,482,3,66.39,0.319,4.960,244,20,218,76,142,45.2,0
24,30,5,7,482,3,69.92,0.213,4.960,300,27,155,37,118,32.2,0
24,30,5,14,482,3,73.03,0.384,4.960,328,31,123,24,99,25.5,0
24,30,8,3,482,3,62.45,0.653,2.048,197,27,258,104,154,53.5,0
24,30,8,7,482,3,64.52,0.579,7.960,250,37,195,61,134,40.5,0
24,30,8,14,482,3,67.63,0.835,7.960,278,43,161,48,113,33.4,0
24,30,10,3,482,3,60.79,0.892,1.674,177,31,274,116,158,56.8,0
24,30,10,7,482,3,62.86,0.774,4.490,210,42,230,93,137,47.7,0
24,30,10,14,482,3,64.94,1.116,9.960,245,49,188,68,120,39.0,0
24,30,15,3,482,3,57.88,1.064,1.233,124,40,318,155,163,66.0,0
24,30,15,7,482,3,58.71,0.879,2.058,160,54,268,123,145,55.6,0
24,30,15,14,482,3,59.75,1.439,3.596,187,62,233,101,132,48.3,0
24,30,20,3,482,3,55.39,0.930,0.833,89,46,347,178,169,72.0,0
24,30,20,7,482,3,54.36,-0.004,0.977,114,70,298,148,150,61.8,0
24,30,20,14,482,3,54.56,0.391,1.357,133,82,267,130,137,55.4,0
24,30,30,3,482,3,53.53,1.094,0.561,53,53,376,205,171,78.0,0
24,30,30,7,482,3,51.45,0.119,0.260,80,83,319,168,151,66.2,0
24,30,30,14,482,3,51.66,0.840,0.426,98,95,289,151,138,60.0,0
24,40,3,3,482,3,70.95,-0.070,2.960,304,11,167,38,129,34.6,0
24,40,3,7,482,3,76.76,0.008,2.960,352,12,118,18,100,24.5,0
24,40,3,14,482,3,79.88,0.080,2.960,374,14,94,11,83,19.5,0
24,40,5,3,482,3,66.80,0.172,4.960,246,16,220,76,144,45.6,0
24,40,5,7,482,3,70.75,0.273,4.960,304,17,161,37,124,33.4,0
24,40,5,14,482,3,74.48,0.489,4.960,335,21,126,24,102,26.1,0
24,40,8,3,482,3,63.07,0.473,2.225,200,22,260,104,156,53.9,0
24,40,8,7,482,3,65.77,0.655,7.960,256,25,201,61,140,41.7,0
24,40,8,14,482,3,69.50,1.037,7.960,287,29,166,48,118,34.4,0
24,40,10,3,482,3,61.41,0.688,1.804,180,25,277,116,161,57.5,0
24,40,10,7,482,3,64.11,0.771,5.403,216,30,236,93,143,49.0,0
24,40,10,14,482,3,66.80,1.231,9.960,254,35,193,68,125,40.0,0
24,40,15,3,482,3,58.51,0.648,1.262,125,34,323,157,166,67.0,0
24,40,15,7,482,3,59.96,0.690,2.499,166,42,274,123,151,56.8,0
24,40,15,14,482,3,61.62,1.425,4.310,196,47,239,101,138,49.6,0
24,40,20,3,482,3,56.64,0.744,1.007,92,37,353,181,172,73.2,0
24,40,20,7,482,3,56.22,-0.065,1.399,122,54,306,149,157,63.5,0
24,40,20,14,482,3,57.26,0.627,2.160,144,61,277,132,145,57.5,0
24,40,30,3,482,3,54.56,0.772,0.703,54,43,385,209,176,79.9,0
24,40,30,7,482,3,53.11,-0.233,0.416,84,67,331,172,159,68.7,0
24,40,30,14,482,3,54.15,0.874,1.310,105,74,303,156,147,62.9,0
24,50,3,3,482,3,71.37,0.000,2.960,306,8,168,38,130,34.9,1
24,50,3,7,482,3,77.39,0.122,2.960,355,8,119,18,101,24.7,1
24,50,3,14,482,3,80.50,0.119,2.960,377,11,94,11,83,19.5,1
24,50,5,3,482,3,67.43,0.261,4.960,249,12,221,76,145,45.9,0
24,50,5,7,482,3,71.58,0.410,4.960,308,12,162,37,125,33.6,0
24,50,5,14,482,3,75.31,0.510,4.960,339,17,126,24,102,26.1,0
24,50,8,3,482,3,63.49,0.569,2.488,202,16,264,104,160,54.8,0
24,50,8,7,482,3,66.60,0.786,7.960,260,18,204,61,143,42.3,0
24,50,8,14,482,3,70.54,1.037,7.960,292,24,166,48,118,34.4,0
24,50,10,3,482,3,61.62,0.732,1.846,181,18,283,116,167,58.7,0
24,50,10,7,482,3,64.73,0.792,5.578,219,22,241,93,148,50.0,0
24,50,10,14,482,3,67.84,1.196,9.960,259,29,194,68,126,40.2,0
24,50,15,3,482,3,58.71,0.516,1.277,126,27,329,157,172,68.3,0
24,50,15,7,482,3,60.58,0.493,2.638,169,34,279,123,156,57.9,0
24,50,15,14,482,3,62.66,1.193,4.825,201,41,240,101,139,49.8,0
24,50,20,3,482,3,56.85,0.560,1.041,93,30,359,181,178,74.5,0
24,50,20,7,482,3,56.85,-0.370,1.577,125,43,314,149,165,65.1,0
24,50,20,14,482,3,58.71,0.410,2.739,150,53,279,133,146,57.9,0
24,50,30,3,482,3,54.98,0.600,0.755,55,35,392,210,182,81.3,0
24,50,30,7,482,3,53.94,-0.542,0.682,86,54,342,174,168,71.0,0
24,50,30,14,482,3,55.81,0.641,1.550,111,65,306,158,148,63.5,0
48,10,3,3,478,7,63.60,-0.145,2.960,267,65,146,37,109,30.5,4
48,10,3,7,478,7,70.29,-0.105,2.960,319,84,75,17,58,15.7,4
48,10,3,14,478,7,70.71,-0.260,2.960,327,96,55,11,44,11.5,4
48,10,5,3,478,7,58.16,0.148,1.260,205,78,195,73,122,40.8,2
48,10,5,7,478,7,61.72,0.120,4.960,258,106,114,37,77,23.8,2
48,10,5,14,478,7,61.92,-0.039,4.960,275,121,82,21,61,17.2,2
48,10,8,3,478,7,51.26,-0.022,0.115,139,106,233,106,127,48.7,2
48,10,8,7,478,7,52.72,-0.055,0.653,184,141,153,68,85,32.0,2
48,10,8,14,478,7,52.51,-0.234,0.743,201,160,117,50,67,24.5,2
48,10,10,3,478,7,48.74,0.006,-0.113,116,114,248,117,131,51.9,1
48,10,10,7,478,7,49.58,-0.068,-0.060,153,153,172,84,88,36.0,1
48,10,10,14,478,7,48.95,-0.218,-0.308,170,176,132,64,68,27.6,1
48,10,15,3,478,7,44.77,-0.020,-0.566,82,133,263,132,131,55.0,0
48,10,15,7,478,7,44.35,-0.168,-1.270,100,175,203,112,91,42.5,0
48,10,15,14,478,7,42.68,-0.409,-3.072,113,205,160,91,69,33.5,1
48,10,20,3,478,7,42.05,-0.258,-0.840,52,146,280,149,131,58.6,0
48,10,20,7,478,7,41.00,-0.429,-2.127,67,190,221,129,92,46.2,0
48,10,20,14,478,7,39.12,-0.606,-4.740,79,221,178,108,70,37.2,1
48,10,30,3,478,7,40.38,-0.357,-1.069,25,154,299,168,131,62.6,0
48,10,30,7,478,7,38.70,-0.478,-3.111,37,201,240,148,92,50.2,0
48,10,30,14,478,7,35.98,-0.685,-7.310,49,235,194,123,71,40.6,0
48,15,3,3,478,7,65.69,-0.332,2.960,277,47,154,37,117,32.2,3
48,15,3,7,478,7,73.85,-0.144,2.960,336,53,89,17,72,18.6,3
48,15,3,14,478,7,74.69,-0.343,2.960,346,66,66,11,55,13.8,3
48,15,5,3,478,7,60.46,-0.039,1.735,215,55,208,74,134,43.5,2
48,15,5,7,478,7,65.48,0.086,4.960,274,68,136,39,97,28.5,2
48,15,5,14,478,7,66.74,-0.081,4.960,296,83,99,23,76,20.7,2
48,15,8,3,478,7,53.56,-0.416,0.430,149,82,247,107,140,51.7,2
48,15,8,7,478,7,56.69,-0.263,1.972,200,99,179,71,108,37.4,2
48,15,8,14,478,7,57.74,-0.420,2.772,220,116,142,56,86,29.7,2
48,15,10,3,478,7,51.26,-0.389,0.115,126,89,263,119,144,55.0,1
48,15,10,7,478,7,53.56,-0.286,0.671,166,107,205,90,115,42.9,1
48,15,10,14,478,7,54.60,-0.356,1.424,189,128,161,72,89,33.7,1
48,15,15,3,478,7,47.70,-0.371,-0.250,90,102,286,138,148,59.8,0
48,15,15,7,478,7,48.74,-0.376,-0.210,114,127,237,119,118,49.6,0
48,15,15,14,478,7,48.74,-0.484,-0.347,132,152,194,101,93,40.6,0
48,15,20,3,478,7,45.40,-0.579,-0.505,60,113,305,157,148,63.8,0
48,15,20,7,478,7,45.61,-0.595,-0.796,79,140,259,139,120,54.2,0
48,15,20,14,478,7,45.61,-0.599,-1.342,96,166,216,122,94,45.2,0
48,15,30,3,478,7,44.56,-0.477,-0.570,30,117,331,183,148,69.2,0
48,15,30,7,478,7,44.56,-0.139,-1.114,50,145,283,163,120,59.2,0
48,15,30,14,478,7,43.72,-0.120,-1.912,67,174,237,142,95,49.6,0
48,20,3,3,478,7,66.95,-0.361,2.960,283,32,163,37,126,34.1,1
48,20,3,7,478,7,75.94,-0.139,2.960,346,38,94,17,77,19.7,1
48,20,3,14,478,7,76.78,-0.259,2.960,356,41,81,11,70,16.9,1
48,20,5,3,478,7,61.72,-0.106,2.157,221,39,218,74,144,45.6,1
48,20,5,7,478,7,67.36,-0.004,4.960,283,50,145,39,106,30.3,1
48,20,5,14,478,7,69.04,-0.056,4.960,306,55,117,24,93,24.5,1
48,20,8,3,478,7,55.23,-0.556,0.645,156,61,261,108,153,54.6,2
48,20,8,7,478,7,59.00,-0.411,2.669,211,76,191,71,120,40.0,2
48,20,8,14,478,7,60.67,-0.434,5.180,232,83,163,58,105,34.1,2
48,20,10,3,478,7,53.14,-0.526,0.390,133,67,278,121,157,58.2,1
48,20,10,7,478,7,56.07,-0.418,1.506,177,82,219,91,128,45.8,1
48,20,10,14,478,7,57.95,-0.319,2.705,203,93,182,74,108,38.1,1
48,20,15,3,478,7,49.58,-0.573,-0.027,96,79,303,141,162,63.4,0
48,20,15,7,478,7,51.05,-0.608,0.279,123,100,255,121,134,53.3,0
48,20,15,14,478,7,52.30,-0.475,0.680,143,113,222,107,115,46.4,0
48,20,20,3,478,7,47.28,-0.854,-0.288,65,90,323,161,162,67.6,0
48,20,20,7,478,7,47.91,-0.888,-0.288,87,113,278,142,136,58.2,0
48,20,20,14,478,7,49.16,-0.671,-0.288,105,126,247,130,117,51.7,0
48,20,30,3,478,7,46.44,-0.689,-0.372,35,94,349,187,162,73.0,0
48,20,30,7,478,7,46.86,-0.380,-0.636,56,118,304,168,136,63.6,0
48,20,30,14,478,7,47.28,-0.087,-0.970,76,134,268,150,118,56.1,0
48,25,3,3,478,7,68.62,-0.173,2.960,291,21,166,37,129,34.7,0
48,25,3,7,478,7,77.82,0.040,2.960,354,27,97,18,79,20.3,0
48,25,3,14,478,7,78.66,-0.149,2.960,365,31,82,11,71,17.2,0
48,25,5,3,478,7,63.39,0.095,2.668,229,26,223,74,149,46.7,0
48,25,5,7,478,7,69.46,0.145,4.960,292,38,148,40,108,31.0,0
48,25,5,14,478,7,71.13,0.008,4.960,316,44,118,24,94,24.7,0
48,25,8,3,478,7,58.37,-0.008,1.143,168,39,271,111,160,56.7,0
48,25,8,7,478,7,62.76,0.085,4.619,228,55,195,72,123,40.8,0
48,25,8,14,478,7,64.44,0.004,7.960,250,62,166,58,108,34.7,0
48,25,10,3,478,7,56.69,0.136,0.848,146,43,289,125,164,60.5,0
48,25,10,7,478,7,60.25,0.233,2.715,196,59,223,92,131,46.7,0
48,25,10,14,478,7,62.34,0.343,5.413,223,68,187,75,112,39.1,0
48,25,15,3,478,7,52.72,0.017,0.323,106,54,318,146,172,66.5,0
48,25,15,7,478,7,55.02,-0.009,1.203,140,76,262,123,139,54.8,0
48,25,15,14,478,7,56.69,0.204,1.824,161,87,230,110,120,48.1,0
48,25,20,3,478,7,50.21,-0.445,0.010,69,66,343,171,172,71.8,0
48,25,20,7,478,7,51.67,-0.351,0.394,102,90,286,145,141,59.8,0
48,25,20,14,478,7,53.35,-0.048,0.818,121,101,256,134,122,53.6,0
48,25,30,3,478,7,49.37,-0.296,-0.060,36,70,372,200,172,77.8,0
48,25,30,7,478,7,50.42,0.235,0.088,65,95,318,176,142,66.5,0
48,25,30,14,478,7,51.26,0.626,0.259,89,110,279,156,123,58.4,0
48,30,3,3,478,7,69.25,-0.047,2.960,294,14,170,37,133,35.6,0
48,30,3,7,478,7,78.87,0.120,2.960,359,21,98,18,80,20.5,0
48,30,3,14,478,7,79.92,-0.059,2.960,371,25,82,11,71,17.2,0
48,30,5,3,478,7,64.23,0.254,2.840,233,18,227,74,153,47.5,0
48,30,5,7,478,7,70.92,0.278,4.960,299,30,149,40,109,31.2,0
48,30,5,14,478,7,72.59,0.124,4.960,323,35,120,24,96,25.1,0
48,30,8,3,478,7,59.41,0.197,1.349,172,28,278,112,166,58.2,0
48,30,8,7,478,7,64.85,0.331,5.450,237,43,198,73,125,41.4,0
48,30,8,14,478,7,66.53,0.214,7.960,260,50,168,58,110,35.1,0
48,30,10,3,478,7,57.74,0.305,0.982,149,32,297,127,170,62.1,0
48,30,10,7,478,7,62.34,0.458,3.325,204,47,227,94,133,47.5,0
48,30,10,14,478,7,64.44,0.565,6.594,233,55,190,75,115,39.7,0
48,30,15,3,478,7,53.77,0.073,0.430,108,43,327,149,178,68.4,0
48,30,15,7,478,7,56.90,0.074,1.589,147,63,268,125,143,56.1,0
48,30,15,14,478,7,58.58,0.260,2.621,169,74,235,111,124,49.2,0
48,30,20,3,478,7,51.67,-0.281,0.141,72,52,354,175,179,74.1,0
48,30,20,7,478,7,53.97,-0.174,0.870,109,75,294,149,145,61.5,0
48,30,20,14,478,7,55.65,0.150,1.569,130,86,262,136,126,54.8,0
48,30,30,3,478,7,50.63,-0.297,0.044,37,57,384,205,179,80.3,0
48,30,30,7,478,7,52.51,0.317,0.583,69,81,328,182,146,68.6,0
48,30,30,14,478,7,53.35,0.694,0.818,95,96,287,160,127,60.0,0
48,40,3,3,478,7,69.87,-0.057,2.960,297,10,171,37,134,35.8,0
48,40,3,7,478,7,79.71,0.173,2.960,363,13,102,18,84,21.3,0
48,40,3,14,478,7,80.96,0.037,2.960,376,16,86,11,75,18.0,0
48,40,5,3,478,7,64.64,0.173,2.937,235,13,230,74,156,48.1,0
48,40,5,7,478,7,71.76,0.310,4.960,303,18,157,40,117,32.8,0
48,40,5,14,478,7,74.06,0.372,4.960,329,21,128,25,103,26.8,0
48,40,8,3,478,7,60.04,0.041,1.425,175,21,282,112,170,59.0,0
48,40,8,7,478,7,66.11,0.306,7.960,242,29,207,74,133,43.3,0
48,40,8,14,478,7,68.62,0.568,7.960,269,32,177,59,118,37.0,0
48,40,10,3,478,7,59.00,0.376,1.163,154,22,302,128,174,63.2,0
48,40,10,7,478,7,64.02,0.663,4.007,211,30,237,95,142,49.6,0
48,40,10,14,478,7,67.15,1.165,9.960,245,34,199,76,123,41.6,0
48,40,15,3,478,7,54.81,-0.087,0.526,112,32,334,150,184,69.9,0
48,40,15,7,478,7,58.37,-0.098,2.012,153,47,278,126,152,58.2,0
48,40,15,14,478,7,61.09,0.540,3.276,180,53,245,112,133,51.3,0
48,40,20,3,478,7,52.93,-0.355,0.351,76,38,364,177,187,76.2,0
48,40,20,7,478,7,55.44,-0.534,1.266,114,58,306,151,155,64.0,0
48,40,20,14,478,7,58.16,0.295,2.156,141,65,272,137,135,56.9,0
48,40,30,3,478,7,51.88,-0.349,0.188,40,41,397,208,189,83.1,0
48,40,30,7,478,7,53.97,-0.061,0.870,73,63,342,185,157,71.5,0
48,40,30,14,478,7,55.65,0.679,1.480,102,75,301,164,137,63.0,0
48,50,3,3,478,7,70.08,-0.068,2.960,298,7,173,37,136,36.2,0
48,50,3,7,478,7,80.13,0.123,2.960,365,11,102,18,84,21.3,0
48,50,3,14,478,7,81.38,-0.076,2.960,378,14,86,11,75,18.0,0
48,50,5,3,478,7,64.85,0.197,2.937,235,9,234,75,159,49.0,0
48,50,5,7,478,7,72.38,0.320,4.960,306,14,158,40,118,33.1,0
48,50,5,14,478,7,74.69,0.324,4.960,332,17,129,25,104,27.0,0
48,50,8,3,478,7,60.46,0.040,1.490,176,15,287,113,174,60.0,0
48,50,8,7,478,7,66.95,0.251,7.960,246,23,209,74,135,43.7,0
48,50,8,14,478,7,69.67,0.551,7.960,274,26,178,59,119,37.2,0
48,50,10,3,478,7,59.41,0.358,1.260,155,16,307,129,178,64.2,0
48,50,10,7,478,7,64.85,0.604,4.196,215,24,239,95,144,50.0,0
48,50,10,14,478,7,68.20,1.156,9.960,250,27,201,76,125,42.1,0
48,50,15,3,478,7,55.65,-0.062,0.615,114,24,340,152,188,71.1,0
48,50,15,7,478,7,59.41,-0.201,2.225,158,38,282,126,156,59.0,0
48,50,15,14,478,7,62.55,0.636,4.283,187,42,249,112,137,52.1,0
48,50,20,3,478,7,53.77,-0.447,0.430,77,30,371,180,191,77.6,0
48,50,20,7,478,7,56.07,-0.853,1.491,117,48,313,151,162,65.5,0
48,50,20,14,478,7,59.41,0.117,2.664,145,54,279,139,140,58.4,0
48,50,30,3,478,7,52.72,-0.511,0.323,40,33,405,212,193,84.7,0
48,50,30,7,478,7,54.39,-0.632,1.037,74,54,350,186,164,73.2,0
48,50,30,14,478,7,56.69,0.228,1.606,103,64,311,168,143,65.1,0
72,10,3,3,471,14,64.97,-0.037,2.960,271,64,136,35,101,28.9,5
72,10,3,7,471,14,69.85,-0.072,2.960,321,84,66,8,58,14.0,5
72,10,3,14,471,14,70.70,-0.191,2.960,326,93,52,7,45,11.0,5
72,10,5,3,471,14,58.39,0.100,1.415,202,81,188,73,115,39.9,4
72,10,5,7,471,14,60.93,0.124,4.960,258,105,108,29,79,22.9,4
72,10,5,14,471,14,61.36,-0.067,4.960,268,120,83,21,62,17.6,4
72,10,8,3,471,14,50.96,-0.082,0.104,139,106,226,101,125,48.0,3
72,10,8,7,471,14,52.02,-0.068,0.752,186,141,144,59,85,30.6,3
72,10,8,14,471,14,50.96,-0.273,0.193,203,160,108,37,71,22.9,3
72,10,10,3,471,14,47.98,-0.147,-0.126,115,117,239,111,128,50.7,3
72,10,10,7,471,14,49.04,-0.056,-0.224,153,154,164,78,86,34.8,3
72,10,10,14,471,14,47.13,-0.218,-0.629,174,175,122,48,74,25.9,3
72,10,15,3,471,14,44.59,-0.155,-0.509,74,131,266,136,130,56.5,2
72,10,15,7,471,14,45.22,0.128,-0.949,100,169,202,113,89,42.9,2
72,10,15,14,471,14,41.83,-0.230,-2.160,115,196,160,82,78,34.0,3
72,10,20,3,471,14,43.31,0.052,-0.737,58,136,277,146,131,58.8,0
72,10,20,7,471,14,43.52,0.440,-1.551,76,175,220,129,91,46.7,0
72,10,20,14,471,14,40.13,0.176,-2.891,91,203,177,98,79,37.6,1
72,10,30,3,471,14,41.40,0.016,-1.026,31,145,295,164,131,62.6,0
72,10,30,7,471,14,41.61,0.720,-1.893,45,184,242,151,91,51.4,0
72,10,30,14,471,14,37.37,0.440,-4.406,59,215,197,117,80,41.8,0
72,15,3,3,471,14,68.15,0.057,2.960,285,38,148,36,112,31.4,1
72,15,3,7,471,14,73.89,0.098,2.960,340,46,85,8,77,18.0,1
72,15,3,14,471,14,75.58,-0.027,2.960,348,55,68,8,60,14.4,1
72,15,5,3,471,14,61.57,0.199,1.994,215,48,208,75,133,44.2,1
72,15,5,7,471,14,65.18,0.252,4.960,278,63,130,29,101,27.6,1
72,15,5,14,471,14,66.88,0.113,4.960,292,73,106,23,83,22.5,1
72,15,8,3,471,14,54.56,-0.051,0.568,153,70,248,104,144,52.7,1
72,15,8,7,471,14,56.48,-0.072,1.858,206,93,172,60,112,36.5,1
72,15,8,14,471,14,56.69,-0.312,3.226,225,110,136,42,94,28.9,1
72,15,10,3,471,14,52.02,-0.088,0.193,129,78,264,116,148,56.1,1
72,15,10,7,471,14,53.72,-0.049,1.048,174,104,193,79,114,41.0,1
72,15,10,14,471,14,52.87,-0.285,0.883,196,123,152,53,99,32.3,1
72,15,15,3,471,14,48.83,-0.064,-0.040,87,90,294,143,151,62.4,1
72,15,15,7,471,14,50.11,0.183,0.022,117,117,237,119,118,50.3,1
72,15,15,14,471,14,48.20,-0.077,-0.497,138,138,195,89,106,41.4,1
72,15,20,3,471,14,47.35,0.072,-0.173,66,96,309,157,152,65.6,0
72,15,20,7,471,14,47.98,0.379,-0.384,88,125,258,138,120,54.8,0
72,15,20,14,471,14,45.86,0.128,-0.971,105,148,218,111,107,46.3,0
72,15,30,3,471,14,46.07,0.252,-0.342,36,101,334,181,153,70.9,0
72,15,30,7,471,14,46.71,0.990,-0.614,57,131,283,163,120,60.1,0
72,15,30,14,471,14,43.31,0.657,-1.684,74,159,238,130,108,50.5,0
72,20,3,3,471,14,69.43,0.037,2.960,291,27,153,36,117,32.5,1
72,20,3,7,471,14,75.80,0.089,2.960,349,33,89,8,81,18.9,1
72,20,3,14,471,14,77.49,0.060,2.960,357,37,77,8,69,16.3,1
72,20,5,3,471,14,63.48,0.292,2.646,224,33,214,75,139,45.4,1
72,20,5,7,471,14,67.30,0.154,4.960,288,49,134,29,105,28.5,1
72,20,5,14,471,14,69.00,0.101,4.960,302,54,115,23,92,24.4,1
72,20,8,3,471,14,56.26,-0.052,0.766,160,51,260,105,155,55.2,1
72,20,8,7,471,14,59.02,-0.141,3.184,218,70,183,60,123,38.9,1
72,20,8,14,471,14,59.66,-0.261,7.960,239,82,150,42,108,31.8,1
72,20,10,3,471,14,53.72,-0.147,0.436,135,58,278,118,160,59.0,1
72,20,10,7,471,14,56.69,-0.067,1.836,187,79,205,80,125,43.5,1
72,20,10,14,471,14,56.48,-0.121,2.853,213,92,166,53,113,35.2,1
72,20,15,3,471,14,50.53,-0.186,0.074,93,70,308,145,163,65.4,1
72,20,15,7,471,14,53.08,0.133,0.817,128,91,252,122,130,53.5,1
72,20,15,14,471,14,51.38,-0.072,0.272,150,108,213,92,121,45.2,1
72,20,20,3,471,14,48.62,-0.186,-0.040,70,77,324,159,165,68.8,0
72,20,20,7,471,14,50.53,0.147,0.170,95,101,275,143,132,58.4,0
72,20,20,14,471,14,48.41,-0.091,-0.372,113,119,239,115,124,50.7,0
72,20,30,3,471,14,47.35,0.051,-0.173,39,81,351,184,167,74.5,0
72,20,30,7,471,14,49.04,0.737,-0.197,63,108,300,168,132,63.7,0
72,20,30,14,471,14,45.65,0.395,-0.971,81,130,260,134,126,55.2,0
72,25,3,3,471,14,70.28,0.125,2.960,295,17,159,36,123,33.8,0
72,25,3,7,471,14,76.86,0.154,2.960,354,23,94,8,86,20.0,0
72,25,3,14,471,14,78.98,0.143,2.960,364,26,81,8,73,17.2,0
72,25,5,3,471,14,64.54,0.397,3.095,229,22,220,75,145,46.7,0
72,25,5,7,471,14,68.58,0.183,4.960,294,36,141,29,112,29.9,0
72,25,5,14,471,14,70.91,0.186,4.960,311,40,120,23,97,25.5,0
72,25,8,3,471,14,57.54,0.025,1.070,165,36,270,106,164,57.3,0
72,25,8,7,471,14,60.72,-0.135,4.677,226,54,191,60,131,40.6,0
72,25,8,14,471,14,62.21,-0.154,7.960,247,61,163,46,117,34.6,0
72,25,10,3,471,14,54.99,-0.084,0.600,140,42,289,119,170,61.4,0
72,25,10,7,471,14,58.60,-0.063,2.602,195,62,214,81,133,45.4,0
72,25,10,14,471,14,59.24,-0.012,4.677,222,70,179,57,122,38.0,0
72,25,15,3,471,14,51.80,-0.163,0.156,97,53,321,147,174,68.2,0
72,25,15,7,471,14,54.99,0.062,1.115,134,74,263,125,138,55.8,0
72,25,15,14,471,14,54.14,-0.035,1.098,158,85,228,97,131,48.4,0
72,25,20,3,471,14,49.89,-0.194,-0.040,74,60,337,161,176,71.5,0
72,25,20,7,471,14,52.44,0.054,0.752,101,83,287,146,141,60.9,0
72,25,20,14,471,14,51.17,-0.039,0.217,121,95,255,120,135,54.1,0
72,25,30,3,471,14,48.62,0.081,-0.040,42,63,366,187,179,77.7,0
72,25,30,7,471,14,51.17,0.744,0.374,67,89,315,174,141,66.9,0
72,25,30,14,471,14,48.62,0.559,-0.323,88,105,278,141,137,59.0,0
